link,name,hall_of_fame,active_player,years_played,career_batting_average,career_hits,career_HRs,career_WAR,career_RBIs,career_runs,career_OBP,career_SLG,career_OPS,world_series_wins,golden_glove_awards,mvps,career_hitting_titles,silver_slugger_awards,all_star_apps
http://www.baseball-reference.com/players/c/charlfr01.shtml,Frank Charles,False,False,1,.429,3,0,0.0,2,1,.429,.571,1.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/charlbe01.shtml,Bennie Charleston,False,False,1,,0,0,0.0,0,1,,,,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/charlos99.shtml,Oscar Charleston,True,False,18,.364,1207,143,48.3,853,855,.449,.615,1.063,0,0,0,3,0,3
http://www.baseball-reference.com/players/c/charlre01.shtml,Red Charleston,False,False,3,.250,14,0,0.0,3,7,.288,.286,.574,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chartmi01.shtml,Mike Chartak,False,False,4,.243,186,21,2.0,98,96,.337,.388,.725,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chartbi01.shtml,Bill Charter,False,False,3,.224,30,2,0.0,15,18,.246,.321,.567,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chaseha01.shtml,Hal Chase,False,False,15,.291,2158,57,23.0,941,980,.319,.391,.710,0,0,0,1,0,0
http://www.baseball-reference.com/players/c/chathbu01.shtml,Buster Chatham,False,False,2,.263,118,6,-0.1,59,52,.331,.400,.730,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chattji01.shtml,Jim Chatterton,False,False,1,.133,2,0,-0.3,,4,.235,.200,.435,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chavaos01.shtml,Ossie Chavarria,False,False,2,.208,52,2,0.0,14,28,.283,.280,.563,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chavean02.shtml,Ángel Chávez,False,False,1,.263,5,0,-0.2,1,1,.263,.316,.579,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chaveen01.shtml,Endy Chávez,False,False,13,.270,849,30,5.0,266,385,.308,.364,.672,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chaveer01.shtml,Eric Chávez,False,False,17,.268,1477,260,38.3,902,816,.342,.475,.818,0,6,0,0,1,0
http://www.baseball-reference.com/players/c/chavera01.shtml,Raúl Chávez,False,False,11,.231,157,7,0.0,65,48,.266,.304,.570,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chavimi01.shtml,Michael Chavis,False,True,3,.243,149,26,-0.1,88,78,.295,.419,.714,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cheekha01.shtml,Harry Cheek,False,False,1,.500,2,0,0.0,0,1,.500,.750,1.250,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chench01.shtml,Chin-Feng Chen,False,False,4,.091,2,0,0.0,2,3,.200,.091,.291,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chervpa01.shtml,Paul Chervinko,False,False,2,.147,11,0,-1.1,5,1,.200,.173,.373,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chestda01.shtml,David Chester,False,False,1,.000,0,0,0.0,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/childan01.shtml,Andy Childs,False,False,2,.202,17,0,-0.4,7,17,.287,.286,.573,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/childcu01.shtml,Cupid Childs,False,False,13,.306,1721,20,44.4,743,1214,.416,.389,.805,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/childpe01.shtml,Pete Childs,False,False,2,.212,147,0,-1.4,47,60,.292,.231,.523,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/childsa01.shtml,Sam Childs,False,False,1,.000,0,0,-0.1,,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/childso01.shtml,Son Childs,False,False,1,,0,0,0.0,0,0,,,,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chilepe01.shtml,Pearce Chiles,False,False,2,.294,132,3,1.2,99,70,.328,.430,.758,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chileri01.shtml,Rich Chiles,False,False,6,.254,157,6,0.2,76,68,.310,.350,.659,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chiozdi01.shtml,Dino Chiozza,False,False,1,,0,0,0.0,0,1,,,,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chiozlo01.shtml,Lou Chiozza,False,False,6,.277,633,14,2.3,197,303,.324,.361,.685,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chippwa01.shtml,Walt Chipple,False,False,1,.136,6,0,-0.2,5,4,.224,.136,.361,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chiriro01.shtml,Robinson Chirinos,False,True,10,.231,445,91,12.7,284,265,.325,.432,.757,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chiselo01.shtml,Lonnie Chisenhall,False,False,8,.268,578,64,9.0,296,261,.320,.427,.747,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chishja01.shtml,Jazz Chisholm,False,True,2,.238,124,20,2.5,59,78,.296,.413,.710,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chismel01.shtml,Eli Chism,False,False,2,.318,21,0,0.4,7,13,.357,.485,.842,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chismto01.shtml,Tom Chism,False,False,1,.000,0,0,-0.1,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chisujo01.shtml,John Chisum,False,False,1,.227,5,0,-0.3,3,2,.261,.227,.488,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chitiha01.shtml,Harry Chiti,False,False,10,.238,356,41,-0.7,179,135,.294,.365,.659,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/choihe01.shtml,Hee-Seop Choi,False,False,4,.240,220,40,2.6,120,130,.349,.437,.786,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/choiji01.shtml,Ji-Man Choi,False,True,6,.241,267,50,4.0,173,142,.346,.442,.787,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/choicmi01.shtml,Michael Choice,False,False,3,.188,51,9,-2.0,36,22,.253,.320,.573,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/choosh01.shtml,Shin-Soo Choo,False,False,16,.275,1671,218,34.6,782,961,.377,.447,.824,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/chouife01.shtml,Felix Chouinard,False,False,4,.244,54,1,0.0,23,22,.286,.317,.603,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chozeha01.shtml,Harry Chozen,False,False,1,.250,1,0,0.0,0,0,.250,.250,.500,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisne01.shtml,Neil Chrisley,False,False,5,.210,130,16,-1.7,64,60,.275,.349,.624,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisll01.shtml,Lloyd Christenbury,False,False,4,.273,113,4,1.2,47,78,.362,.365,.727,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisbr01.shtml,Bruce Christensen,False,False,1,.270,17,0,0.4,3,4,.333,.286,.619,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chriscu01.shtml,Cuckoo Christensen,False,False,2,.315,162,0,2.0,57,66,.392,.383,.775,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisjo02.shtml,John Christensen,False,False,4,.224,66,5,-0.9,33,36,.310,.344,.654,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrismc01.shtml,McKay Christensen,False,False,4,.250,32,2,-0.3,14,22,.324,.320,.644,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisry01.shtml,Ryan Christenson,False,False,6,.222,222,16,0.2,102,159,.303,.329,.632,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisbo01.shtml,Bob Christian,False,False,3,.224,33,4,-0.6,19,14,.278,.340,.618,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisju01.shtml,Justin Christian,False,False,3,.203,29,0,0.0,12,18,.255,.266,.521,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisma01.shtml,Mark Christman,False,False,9,.253,781,19,-2.3,348,294,.306,.324,.630,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisst01.shtml,Steve Christmas,False,False,3,.162,6,1,-0.2,7,1,.179,.297,.477,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrisjo01.shtml,Joe Christopher,False,False,8,.260,434,29,0.1,173,224,.329,.374,.702,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/chrislo01.shtml,Loyd Christopher,False,False,2,.243,9,0,-0.1,4,5,.333,.297,.631,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/christh01.shtml,Thad Christopher,False,False,7,.249,141,11,0.3,67,84,.335,.371,.706,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/churchi01.shtml,Hi Church,False,False,1,.111,1,0,-0.1,0,1,.111,.111,.222,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/churcry01.shtml,Ryan Church,False,False,7,.264,500,56,9.1,267,251,.336,.431,.767,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/churrjo01.shtml,John Churry,False,False,4,.278,5,0,0.1,1,1,.381,.333,.714,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/ciaffla01.shtml,Larry Ciaffone,False,False,1,.000,0,0,-0.1,0,0,.167,.000,.167,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cianfar01.shtml,Archi Cianfrocco,False,False,7,.241,308,34,-4.0,185,136,.292,.379,.670,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/ciasda01.shtml,Darryl Cias,False,False,1,.333,6,0,0.1,1,1,.400,.389,.789,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cicerjo01.shtml,Joe Cicero,False,False,3,.222,18,0,-0.5,8,14,.250,.358,.608,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cieslte01.shtml,Ted Cieslak,False,False,1,.245,54,2,-0.1,11,18,.314,.318,.632,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cihocal01.shtml,Al Cihocki,False,False,1,.212,60,0,-0.7,24,21,.241,.265,.507,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cihoced01.shtml,Ed Cihocki,False,False,2,.143,14,0,-1.0,9,6,.200,.224,.424,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cimolgi01.shtml,Gino Cimoli,False,False,10,.265,808,44,1.2,321,370,.315,.383,.698,1,0,0,0,0,1
http://www.baseball-reference.com/players/c/cintral01.shtml,Álex Cintrón,False,False,9,.275,565,33,-2.2,222,244,.313,.394,.707,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/ciprifr01.shtml,Frank Cipriani,False,False,1,.250,9,0,-0.2,2,2,.289,.250,.539,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/ciriape01.shtml,Pedro Ciriaco,False,False,6,.268,164,5,0.9,51,70,.294,.368,.661,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cirilje01.shtml,Jeff Cirillo,False,False,14,.296,1598,112,34.5,727,800,.366,.430,.796,0,0,0,0,0,2
http://www.baseball-reference.com/players/c/cisarge01.shtml,George Cisar,False,False,1,.207,6,0,-0.3,4,8,.258,.207,.465,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cissebi01.shtml,Bill Cissell,False,False,9,.267,990,29,2.7,423,516,.308,.360,.669,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/ciuffni01.shtml,Nick Ciuffo,False,True,3,.188,9,1,-0.2,5,3,.259,.292,.551,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clabamo01.shtml,Moose Clabaugh,False,False,1,.071,1,0,-0.2,1,2,.133,.143,.276,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clackbo01.shtml,Bobby Clack,False,False,3,.154,48,0,-1.0,19,33,.178,.163,.341,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clairda01.shtml,Davey Claire,False,False,1,.143,1,0,-0.1,0,1,.143,.143,.286,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clancal01.shtml,Al Clancy,False,False,1,.000,0,0,-0.1,0,0,.167,.000,.167,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clancbi01.shtml,Bill Clancy,False,False,1,.229,52,2,-0.7,34,23,.246,.330,.576,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clancbu01.shtml,Bud Clancy,False,False,9,.281,504,12,0.9,198,204,.325,.368,.693,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clantuk01.shtml,Uke Clanton,False,False,1,.000,0,0,0.0,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clapich01.shtml,Chris Clapinski,False,False,2,.267,28,1,0.4,9,18,.358,.400,.758,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clappaa01.shtml,Aaron Clapp,False,False,1,.267,39,0,0.2,18,24,.296,.370,.666,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clappjo01.shtml,John Clapp,False,False,11,.283,713,7,19.1,279,459,.313,.355,.668,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clappst01.shtml,Stubby Clapp,False,False,1,.200,5,0,-0.1,1,0,.231,.280,.511,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarede01.shtml,Denny Clare,False,False,1,.143,1,0,0.0,0,1,.143,.143,.286,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/claredo01.shtml,Doug Clarey,False,False,1,.250,1,1,0.0,2,2,.250,1.000,1.250,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clark07.shtml,Clark,False,False,1,.237,9,0,0.3,5,5,.356,.289,.645,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clark09.shtml,Clark,False,False,1,.000,0,0,0.0,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkal02.shtml,Albert Clark,False,False,1,.333,2,0,0.0,1,1,.333,.333,.667,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkal03.shtml,Alex Clark,False,False,1,.150,6,1,-0.3,3,3,.227,.225,.452,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkal01.shtml,Allie Clark,False,False,7,.262,267,32,-0.3,149,131,.312,.410,.722,2,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbo01.shtml,Bob Clark,False,False,7,.230,233,1,-0.8,107,145,.296,.280,.576,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbo04.shtml,Bobby Clark,False,False,7,.239,231,19,-1.1,100,97,.281,.347,.628,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbr02.shtml,Brady Clark,False,False,9,.277,559,36,4.7,210,264,.358,.386,.744,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkca01.shtml,Cap Clark,False,False,1,.257,19,0,-0.2,4,11,.337,.297,.635,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkcl01.shtml,Cleveland Clark,False,False,4,.254,106,2,1.1,45,64,.337,.350,.687,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkco01.shtml,Cody Clark,False,False,1,.105,4,0,-0.3,0,1,.128,.132,.260,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkda03.shtml,Dad Clark,False,False,1,.186,8,0,-0.4,2,1,.255,.209,.465,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkda04.shtml,Danny Clark,False,False,3,.277,161,5,3.1,93,75,.360,.392,.752,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkda05.shtml,Dave Clark,False,False,13,.264,518,62,0.3,284,248,.338,.408,.745,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkde01.shtml,Dell Clark,False,False,1,.250,2,0,-0.1,1,0,.250,.250,.500,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkdo01.shtml,Doug Clark,False,False,2,.091,1,0,-0.1,0,2,.167,.091,.258,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkea01.shtml,Earl Clark,False,False,8,.291,240,4,-0.3,81,122,.324,.372,.696,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkgl01.shtml,Glen Clark,False,False,1,.000,0,0,0.0,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkho02.shtml,Howie Clark,False,False,6,.262,79,3,0.9,26,36,.329,.358,.687,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkja01.shtml,Jack Clark,False,False,18,.267,1826,340,53.1,1180,1118,.379,.476,.854,0,0,0,0,2,4
http://www.baseball-reference.com/players/c/clarkje01.shtml,Jerald Clark,False,False,7,.257,414,44,3.0,208,170,.301,.408,.709,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkje02.shtml,Jermaine Clark,False,False,4,.154,12,0,-1.0,9,9,.244,.192,.437,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkji01.shtml,Jim Clark,False,False,2,.158,3,0,-0.3,3,2,.273,.263,.536,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkji02.shtml,Jim Clark,False,False,1,.250,3,0,-0.1,0,1,.250,.250,.500,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkji03.shtml,Jim Clark,False,False,1,.167,3,0,-0.1,0,2,.250,.278,.528,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkma02.shtml,Matt Clark,False,False,1,.185,5,3,-0.1,7,4,.226,.519,.744,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkme01.shtml,Mel Clark,False,False,6,.277,182,3,1.4,63,82,.318,.381,.699,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkmo01.shtml,Morten Clark,False,False,4,.252,254,4,1.9,77,185,.328,.316,.644,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkpe01.shtml,Pep Clark,False,False,1,.308,20,0,0.6,9,7,.338,.431,.769,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkph02.shtml,Phil Clark,False,False,5,.276,150,17,0.7,65,62,.317,.425,.743,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkro02.shtml,Ron Clark,False,False,7,.189,100,5,-2.1,43,40,.249,.258,.508,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkro01.shtml,Roy Clark,False,False,1,.150,12,0,-0.9,3,4,.160,.163,.323,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarksp01.shtml,Spider Clark,False,False,2,.262,106,5,0.3,47,64,.311,.358,.669,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkto02.shtml,Tony Clark,False,False,15,.262,1188,251,12.3,824,629,.339,.485,.824,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/clarkwi02.shtml,Will Clark,False,False,15,.303,2176,284,56.5,1205,1186,.384,.497,.880,0,1,1,0,2,6
http://www.baseball-reference.com/players/c/clarkwi01.shtml,Willie Clark,False,False,5,.286,366,2,6.0,199,188,.358,.388,.745,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbi01.shtml,Win Clark,False,False,1,.188,3,0,-0.2,2,2,.235,.188,.423,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkar01.shtml,Artie Clarke,False,False,2,.214,122,0,-0.1,70,72,.279,.274,.553,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbo05.shtml,Bob Clarke,False,False,19,.219,385,7,-5.0,153,177,.277,.274,.551,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/clarkbo02.shtml,Boileryard Clarke,False,False,13,.256,858,20,5.4,429,394,.310,.326,.637,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkca02.shtml,Calvin Clarke,False,False,2,.231,3,0,-0.1,0,5,.375,.231,.606,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkfr01.shtml,Fred Clarke,True,False,21,.312,2678,67,67.9,1015,1622,.386,.429,.814,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkgr01.shtml,Grey Clarke,False,False,1,.260,44,0,0.5,27,14,.352,.331,.684,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkha01.shtml,Harry Clarke,False,False,1,.000,0,0,-0.1,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkho01.shtml,Horace Clarke,False,False,10,.256,1230,27,15.7,304,548,.308,.313,.621,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkni01.shtml,Jay Clarke,False,False,9,.254,390,6,9.1,127,157,.318,.333,.652,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkjo02.shtml,Josh Clarke,False,False,5,.239,193,5,2.6,43,118,.351,.302,.653,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkst01.shtml,Stu Clarke,False,False,2,.273,51,2,0.6,23,22,.346,.417,.763,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarksu01.shtml,Sumpter Clarke,False,False,3,.227,25,0,-1.0,11,17,.267,.300,.567,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkto01.shtml,Tommy Clarke,False,False,10,.265,453,6,10.5,191,169,.351,.358,.709,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clarkbu01.shtml,Buzz Clarkson,False,False,6,.308,189,25,5.8,144,126,.380,.508,.889,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/claryel01.shtml,Ellis Clary,False,False,4,.263,171,1,2.5,46,97,.376,.323,.699,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clay03.shtml,Clay,False,False,1,.250,1,0,0.0,0,0,.250,.250,.500,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clay04.shtml,Clay,False,False,1,.000,0,0,-0.1,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/claybi01.shtml,Bill Clay,False,False,1,.250,2,0,0.0,1,1,.250,.250,.500,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clayda01.shtml,Dain Clay,False,False,4,.258,397,3,3.4,98,203,.314,.312,.626,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/claytro01.shtml,Royce Clayton,False,False,17,.258,1904,110,19.5,723,935,.312,.367,.679,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/claytza01.shtml,Zack Clayton,False,False,6,.218,73,2,-1.3,27,38,.282,.281,.563,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/cleagra01.shtml,Ralph Cleage,False,False,1,.236,17,0,-0.8,9,7,.267,.319,.586,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemebo01.shtml,Bob Clemens,False,False,1,.231,3,0,0.0,3,1,.375,.385,.760,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemech01.shtml,Chet Clemens,False,False,2,.200,8,0,-0.2,3,9,.256,.275,.531,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemecl01.shtml,Clem Clemens,False,False,3,.109,7,0,-1.0,5,7,.174,.125,.299,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemedo01.shtml,Doug Clemens,False,False,9,.229,211,12,0.2,88,99,.317,.321,.637,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemeer01.shtml,Ernie Clement,False,True,1,.231,28,3,0.0,9,16,.285,.339,.623,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemeed01.shtml,Fred Clement,False,False,1,.000,0,0,-0.1,0,0,.000,.000,.000,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemeje01.shtml,Jeff Clement,False,False,4,.218,84,14,-1.2,39,33,.277,.371,.648,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemewa01.shtml,Wally Clement,False,False,2,.253,96,0,0.3,18,35,.287,.303,.591,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemeed02.shtml,Edgard Clemente,False,False,3,.249,64,8,-1.7,32,30,.276,.412,.689,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemero01.shtml,Roberto Clemente,True,False,18,.317,3000,240,94.8,1305,1416,.359,.475,.834,2,12,1,4,0,15
http://www.baseball-reference.com/players/c/clemeja01.shtml,Jack Clements,False,False,17,.287,1231,77,26.8,687,619,.348,.421,.769,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clemove01.shtml,Verne Clemons,False,False,7,.286,364,5,6.4,140,78,.348,.360,.708,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clenddo01.shtml,Donn Clendenon,False,False,12,.274,1273,159,19.9,682,594,.328,.442,.771,1,0,1,0,0,0
http://www.baseball-reference.com/players/c/clevedu01.shtml,Duke Cleveland,False,False,8,.273,140,2,1.5,55,98,.347,.326,.674,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/cleveel01.shtml,Elmer Cleveland,False,False,3,.255,76,4,1.1,20,52,.317,.366,.683,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clevest01.shtml,Steve Clevenger,False,False,6,.227,110,4,-0.8,48,45,.284,.324,.608,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clevlbr01.shtml,Brent Clevlen,False,False,4,.234,18,3,-0.1,7,17,.280,.429,.709,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clibust01.shtml,Stan Cliburn,False,False,1,.179,10,2,-0.2,6,7,.217,.321,.538,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clifflu01.shtml,Luther Clifford,False,False,1,.244,10,2,0.2,7,3,.295,.463,.759,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/cliftha01.shtml,Harlond Clift,False,False,12,.272,1558,178,42.0,829,1070,.390,.441,.831,0,0,0,0,0,1
http://www.baseball-reference.com/players/c/cliftfl01.shtml,Flea Clifton,False,False,4,.200,39,0,-1.1,13,27,.268,.236,.504,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/clinemo01.shtml,Monk Cline,False,False,5,.261,245,2,2.7,71,165,.313,.334,.647,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clinety01.shtml,Ty Cline,False,False,12,.238,437,6,5.8,125,251,.304,.304,.608,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clinege01.shtml,Gene Clines,False,False,10,.277,645,5,4.6,187,314,.329,.341,.670,1,0,0,0,0,0
http://www.baseball-reference.com/players/c/clingbi01.shtml,Billy Clingman,False,False,10,.245,700,8,8.2,302,413,.323,.306,.629,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clintji01.shtml,Jim Clinton,False,False,10,.255,438,4,-0.6,55,246,.297,.311,.608,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clintlo01.shtml,Lou Clinton,False,False,8,.247,532,65,4.0,269,270,.308,.418,.726,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clossjd01.shtml,JD Closser,False,False,3,.239,107,10,-0.3,48,46,.320,.367,.687,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clouged01.shtml,Ed Clough,False,False,3,.105,2,0,-0.7,1,0,.105,.105,.211,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clybuda01.shtml,Danny Clyburn,False,False,3,.211,23,4,-0.4,8,14,.271,.358,.629,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clymebi01.shtml,Bill Clymer,False,False,1,.000,0,0,-0.2,0,0,.154,.000,.154,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/clymeot01.shtml,Otis Clymer,False,False,6,.267,355,2,3.0,98,182,.322,.332,.653,0,0,0,0,0,0
http://www.baseball-reference.com/players/c/coachja01.shtml,James Coachman,False,False,1,,0,0,0.0,0,0,,,,0,0,0,0,0,0
